Domain,LLM,Target_Planner,Coverage_Stage0,Coverage_Stage2,Delta_Coverage,Mean_IPC_Gain,Median_IPC_Gain,Wilcoxon_Stat,Wilcoxon_P_Value,Condition_A_StatSig,Condition_B_PractSig,Condition_C_Coverage,IMPROVEMENT_DETECTED,Failed_Condition,Timestamp,Raw_T_Star_Trace,Raw_Gains_Trace,Raw_Baseline_Scores,Raw_Stage2_Scores
depots,deepseek-reasoner,bfws,1.0,1.0,0.0,0.074312,0.085718,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.870214,"[0.458266, 0.478988, 0.652313, 0.532521, 0.511773, 0.633205, 0.863877, 0.913572, 1.620634, 0.592274, 1.017127, 0.668989, 1.121095, 1.885236, 1.620167]","[0.09067708090482274, 0.0880532371201953, 0.08643691311882118, 0.09885124723895622, 0.10814600074089309, 0.08571824953670681, 0.011341624540088358, 0.0681606784848987, 0.05901191244002624, 0.07170848854660428, 0.08293772031724833, 0.08598753952881288, 0.0862429943213715, 0.07054445817191723, 0.020855630076937692]","[0.9093229190951773, 0.9011987813661075, 0.9135630868811788, 0.8970960435569626, 0.8918539992591069, 0.9123760233627001, 0.41005701017196006, 0.9318393215151013, 0.9387057191794846, 0.9050701831546265, 0.9141064040673306, 0.9140124604711871, 0.9132152997611571, 0.9152963580427652, 0.5641818102609699]","[1.0, 0.9892520184863028, 1.0, 0.9959472907959188, 1.0, 0.9980942728994069, 0.4213986347120484, 1.0, 0.9977176316195109, 0.9767786717012308, 0.9970441243845789, 1.0, 0.9994582940825286, 0.9858408162146824, 0.5850374403379076]"
barman,deepseek-reasoner,bfws,1.0,1.0,0.0,0.012527,0.01197,117.0,0.000153,True,True,True,True,N/A,2026-05-12T10:43:22.890574,"[38.825574, 50.260899, 46.732993, 31.593948, 52.032441, 73.344021, 22.828888, 53.503028, 47.653656, 130.788162, 7.739418, 48.328135, 20.325942, 34.037335, 57.866367]","[0.014202490442006943, -0.0009896794529635766, 0.008337311545372206, 0.01372092703408434, 0.01125904615238571, 0.011921930769694722, 0.016396942527829084, -0.0004855356648794107, 0.011000136635823998, 0.012151038456647889, 0.006229402616206525, 0.01196985218611002, 0.015368779929467946, 0.043924528689525344, 0.0128937385941843]","[0.9691618060944284, 0.9649502877912061, 0.9282344820339054, 0.9647830287436272, 0.9562415216343427, 0.9713209057910865, 0.9672159505067038, 0.9714074930775227, 0.9753493496261159, 0.9831615980866517, 0.6370112762658287, 0.9668204210046423, 0.9826992012077999, 0.9130085802218962, 0.9685512815506824]","[0.9833642965364353, 0.9639606083382425, 0.9365717935792776, 0.9785039557777115, 0.9675005677867284, 0.9832428365607813, 0.9836128930345329, 0.9709219574126433, 0.9863494862619399, 0.9953126365432996, 0.6432406788820352, 0.9787902731907523, 0.9980679811372678, 0.9569331089114216, 0.9814450201448667]"
ricochet-robots,claude-opus-4-6,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:22.909378,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,claude-opus-4-6,decstar,0.333333,0.333333,0.0,0.000602,0.0,8.0,0.5,False,True,True,False,A(Stat),2026-05-12T10:43:22.929033,"[null, 223.743111, 7.099235, null, 64.421141, null, 16.047248, null, null, 20.792342, null, null, null, null, null]","[0.0, -0.0028075717618478713, 0.012011295059152993, 0.0, 0.0007636822955634504, 0.0, -0.001628451468222325, 0.0, 0.0, 0.0006915278112696877, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9945272992865167, 0.9856496414583682, 0.0, 0.9979013287519485, 0.0, 1.0, 0.0, 0.0, 0.9993084721887303, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9917197275246689, 0.9976609365175212, 0.0, 0.9986650110475119, 0.0, 0.9983715485317777, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,deepseek-reasoner,lama,1.0,1.0,0.0,0.053974,0.0592,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.949521,"[0.593492, 0.603006, 0.71934, 0.764925, 0.667625, 1.106661, 3.042451, 2.406425, 6.17613, 0.820642, 1.04094, 0.848448, 1.173654, 5.299764, 2.226147]","[0.07441697850805407, 0.09326224900333924, 0.07085159280486442, 0.059199653800293905, 0.09351152427793308, 0.08223441422162137, 0.03313362312184731, 0.0199530881868496, 0.009376466252520532, 0.060228878320925716, 0.056472744168472255, 0.07294460519994828, 0.052364860523944956, 0.015475267881952526, 0.016180099377960833]","[0.9255830214919459, 0.9067377509966608, 0.9291484071951356, 0.9408003461997061, 0.9064884757220669, 0.9177655857783786, 0.9668663768781527, 0.9800469118131504, 0.9906235337474795, 0.9397711216790743, 0.9435272558315277, 0.9270553948000517, 0.947635139476055, 0.9845247321180475, 0.9838199006220392]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
barman,deepseek-reasoner,lama,1.0,1.0,0.0,0.026247,0.027576,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:22.970306,"[1.825887, 1.839312, 1.983356, 15.216505, 2.2262, 3.46028, 3.173495, 3.05885, 3.506984, 4.599494, 1.598911, 3.060755, 1.414087, 1.778003, 3.115445]","[0.03272124871407833, 0.025670808167997272, 0.03559249607246939, 0.006025630407221927, 0.029467924095806453, 0.027576351554575385, 0.01896071853485748, 0.020408415137186275, 0.02200587180925806, 0.014069144606241646, 0.04140186915698574, 0.03179148984845348, 0.03353562179175462, 0.03279985761745852, 0.021680848948220532]","[0.9672787512859217, 0.9743291918320027, 0.9644075039275306, 0.9939743695927781, 0.9705320759041935, 0.9724236484454246, 0.9810392814651425, 0.9795915848628137, 0.9779941281907419, 0.9859308553937584, 0.9585981308430143, 0.9682085101515465, 0.9664643782082454, 0.9672001423825415, 0.9783191510517795]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
depots,gpt-5.4-2026-03-05,decstar,0.933333,0.933333,0.0,0.023058,0.021234,102.0,0.000305,True,True,True,True,N/A,2026-05-12T10:43:22.990466,"[0.725008, 0.841162, 1.005255, 1.63873, 1.067888, 1.534242, 52.73716, 2.319902, null, 1.358909, 1.810557, 1.486653, 1.778519, 2.065744, 2.274474]","[0.041329570550981964, 0.05073211379416276, 0.0413933392248671, 0.01122510397612042, 0.010028482156876017, 0.016129207717420768, -0.0021768500878115438, -0.002871591279771213, 0.0, 0.03513508053847847, 0.01331528065663834, 0.05697707394022289, 0.02404221844399157, 0.029381918279645647, 0.02123360197492896]","[0.9308067079862672, 0.9359979378799538, 0.9529974323014861, 0.9623815899689049, 0.9587376637493908, 0.9639878520974193, 0.9975056392521732, 0.9818465488554594, 0.0, 0.9487020968720871, 0.9614849250454199, 0.9430229260597771, 0.9759577815560084, 0.9706180817203544, 0.9691312175052175]","[0.9721362785372492, 0.9867300516741165, 0.9943907715263532, 0.9736066939450253, 0.9687661459062669, 0.9801170598148401, 0.9953287891643616, 0.9789749575756882, 0.0, 0.9838371774105655, 0.9748002057020583, 1.0, 1.0, 1.0, 0.9903648194801464]"
depots,claude-opus-4-6,decstar,0.933333,0.933333,0.0,0.031951,0.036012,103.0,0.000183,True,True,True,True,N/A,2026-05-12T10:43:23.011558,"[0.725008, 0.841162, 1.005255, 1.63873, 1.067888, 1.534242, 52.73716, 2.319902, null, 1.358909, 1.810557, 1.486653, 1.778519, 2.065744, 2.274474]","[0.06919329201373281, 0.06400206212004622, 0.04700256769851385, 0.03761841003109512, 0.041262336250609155, 0.03601214790258067, 0.0024943607478268293, 0.01815345114454059, 0.0, 0.036865077152439696, 0.03596921762641658, 0.05607061558998405, -0.012265683864834398, 0.01601549623312104, 0.030868782494782532]","[0.9308067079862672, 0.9359979378799538, 0.9529974323014861, 0.9623815899689049, 0.9587376637493908, 0.9639878520974193, 0.9975056392521732, 0.9818465488554594, 0.0, 0.9487020968720871, 0.9614849250454199, 0.9430229260597771, 0.9759577815560084, 0.9706180817203544, 0.9691312175052175]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.9855671740245268, 0.9974541426718365, 0.9990935416497612, 0.963692097691174, 0.9866335779534754, 1.0]"
snake,gemini-3.1-pro-preview-customtools,decstar,0.2,0.2,0.0,0.013316,0.0,6.0,0.125,True,True,True,True,N/A,2026-05-12T10:43:23.031195,"[3.848897, 95.23599, 148.534933, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0984243224766489, 0.060887415068370365, 0.040423413690000465, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9015756775233511, 0.9364717048454266, 0.9595765863099995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.997359119913797, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,gpt-5.4-2026-03-05,madagascar,1.0,1.0,0.0,0.053892,0.054886,119.0,6.1e-05,True,True,True,True,N/A,2026-05-12T10:43:23.054380,"[0.331734, 0.332332, 0.337427, 0.359763, 0.349817, 0.395831, 0.554161, 0.432853, 0.768249, 0.38352, 0.480167, 0.38624, 0.531765, 0.906495, 0.459224]","[0.05599248317962313, 0.04740709924545261, 0.02701005575568416, 0.08071301501612216, 0.04378565752647301, 0.08194670402361015, -0.003211255594239848, 0.06469885840510459, 0.02635660595881839, 0.06518817545510602, 0.05488578246232245, 0.09752665401301708, 0.05096223872334937, 0.035460781667465247, 0.07966057164454343]","[0.9118325098834864, 0.911498077929703, 0.9124266929119481, 0.9111481886190275, 0.9137404562441805, 0.9180532959763898, 0.9151948707806259, 0.8892344439609647, 0.9641727012014502, 0.910795315673252, 0.9248924965073071, 0.8606256846918302, 0.9291986261215562, 0.936611836554074, 0.881154305741653]","[0.9678249930631095, 0.9589051771751557, 0.9394367486676323, 0.9918612036351496, 0.9575261137706536, 1.0, 0.911983615186386, 0.9539333023660693, 0.9905293071602685, 0.975983491128358, 0.9797782789696295, 0.9581523387048473, 0.9801608648449056, 0.9720726182215392, 0.9608148773861964]"
depots,claude-opus-4-6,madagascar,1.0,1.0,0.0,0.044701,0.045803,113.0,0.00058,True,True,True,True,N/A,2026-05-12T10:43:23.075310,"[0.331734, 0.332332, 0.337427, 0.359763, 0.349817, 0.395831, 0.554161, 0.432853, 0.768249, 0.38352, 0.480167, 0.38624, 0.531765, 0.906495, 0.459224]","[0.05339972660807624, 0.044432522051489176, 0.044755143334364145, 0.06541849187830018, 0.04093701526057414, 0.05157656760237195, -0.0073388138679809645, 0.0458034235524466, -0.04462909266991966, 0.07006480118807734, 0.06227554277748382, 0.11280541893593965, 0.06256145189700557, 0.030671323506256787, 0.037775639221671486]","[0.9118325098834864, 0.911498077929703, 0.9124266929119481, 0.9111481886190275, 0.9137404562441805, 0.9180532959763898, 0.9151948707806259, 0.8892344439609647, 0.9641727012014502, 0.910795315673252, 0.9248924965073071, 0.8606256846918302, 0.9291986261215562, 0.936611836554074, 0.881154305741653]","[0.9652322364915626, 0.9559305999811922, 0.9571818362463123, 0.9765666804973276, 0.9546774715047547, 0.9696298635787618, 0.9078560569126449, 0.9350378675134113, 0.9195436085315305, 0.9808601168613293, 0.9871680392847909, 0.9734311036277699, 0.9917600780185618, 0.9672831600603308, 0.9189299449633245]"
barman,gpt-5.4-2026-03-05,madagascar,0.266667,0.2,-0.066667,-0.080451,0.0,5.0,0.890625,False,False,False,False,"A(Stat), B(Prac), C(Cov)",2026-05-12T10:43:23.095778,"[56.226553, null, null, 23.554715, null, null, 24.757185, 76.536059, null, null, 291.314403, 29.320626, 80.408323, 142.277232, null]","[0.0, 0.0, 0.0, -0.006586714313012609, 0.0, 0.0, -1.0, 0.842402684160439, 0.0, 0.0, 0.0, 0.9574163059856035, -1.0, -1.0, 0.0]","[0.0, 0.0, 0.0, 0.6709671171021, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.6643804027890874, 0.0, 0.0, 0.0, 0.842402684160439, 0.0, 0.0, 0.0, 0.9574163059856035, 0.0, 0.0, 0.0]"
barman,gpt-5.4-2026-03-05,decstar,0.266667,0.266667,0.0,0.001275,0.0,7.0,0.3125,False,True,True,False,A(Stat),2026-05-12T10:43:23.115602,"[null, null, 114.714258, 204.866209, null, null, null, null, null, null, 77.820812, null, 2.557545, null, null]","[0.0, 0.0, 0.0015545002205293867, -0.00029246945474314945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0002761862441161833, 0.0, 0.018141598599660136, 0.0, 0.0]","[0.0, 0.0, 0.9972433205343085, 0.9999799636332242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9992273327086799, 0.0, 0.9818584014003399, 0.0, 0.0]","[0.0, 0.0, 0.9987978207548379, 0.999687494178481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9989511464645637, 0.0, 1.0, 0.0, 0.0]"
barman,claude-opus-4-6,madagascar,0.266667,0.2,-0.066667,-0.074724,0.0,7.5,0.78125,False,False,False,False,"A(Stat), B(Prac), C(Cov)",2026-05-12T10:43:23.135069,"[56.226553, null, null, 23.554715, null, null, 24.757185, 76.536059, null, null, 291.314403, 29.320626, 80.408323, 142.277232, null]","[0.0, 0.0, 0.0, 0.008675755631428084, 0.0, 0.0, -1.0, 0.8704671005182351, 0.0, 0.0, 0.0, 1.0, -1.0, -1.0, 0.0]","[0.0, 0.0, 0.0, 0.6709671171021, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.6796428727335281, 0.0, 0.0, 0.0, 0.8704671005182351, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
barman,claude-opus-4-6,decstar,0.266667,0.266667,0.0,0.000255,0.0,8.0,0.1875,True,True,True,True,N/A,2026-05-12T10:43:23.154798,"[null, null, 114.714258, 204.866209, null, null, null, null, null, null, 77.820812, null, 2.557545, null, null]","[0.0, 0.0, 0.0027566794656914695, 2.003636677583298e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0019008072083340766, 0.0, 0.0029468944853244805, 0.0, 0.0]","[0.0, 0.0, 0.9972433205343085, 0.9999799636332242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9992273327086799, 0.0, 0.9818584014003399, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9973265255003458, 0.0, 0.9848052958856643, 0.0, 0.0]"
snake,gemini-3.1-pro-preview-customtools,madagascar,0.4,0.4,0.0,0.021595,0.0,21.0,0.148438,True,True,True,True,N/A,2026-05-12T10:43:23.174866,"[4.016503, 5.199251, 6.716634, null, 13.67793, 112.382252, 41.580073, 38.61242, 242.022148, null, null, 264.586642, null, null, null]","[0.004227550031200233, 0.40508628311999906, 0.0034839761000051706, 0.0, 0.1108374364460587, 0.6951154808320149, 0.0, 0.010148552458949855, -0.9049670350435342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.903020334935343, 0.4969155392296325, 0.5291872081871992, 0.0, 0.8891625635539413, 0.0, 0.0, 0.8831792672530613, 0.9049670350435342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9072478849665432, 0.9020018223496316, 0.5326711842872044, 0.0, 1.0, 0.6951154808320149, 0.0, 0.8933278197120111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
snake,deepseek-reasoner,decstar,0.2,0.2,0.0,0.012581,0.0,6.0,0.125,True,True,True,True,N/A,2026-05-12T10:43:23.194944,"[3.848897, 95.23599, 148.534933, null, null, null, null, null, null, null, null, null, null, null, null]","[0.08500540197873263, 0.06352829515457337, 0.040178430323357106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9015756775233511, 0.9364717048454266, 0.9595765863099995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9865810795020837, 1.0, 0.9997550166333566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gemini-3.1-pro-preview-customtools,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:23.213648,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,gemini-3.1-pro-preview-customtools,decstar,0.333333,0.333333,0.0,0.001035,0.0,10.0,0.3125,False,True,True,False,A(Stat),2026-05-12T10:43:23.232945,"[null, 223.743111, 7.099235, null, 64.421141, null, 16.047248, null, null, 20.792342, null, null, null, null, null]","[0.0, 0.00412924939653192, 0.014350358541631802, 0.0, 0.00209867124805152, 0.0, -0.0042992604466516315, 0.0, 0.0, -0.0007504481718609846, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9945272992865167, 0.9856496414583682, 0.0, 0.9979013287519485, 0.0, 1.0, 0.0, 0.0, 0.9993084721887303, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9986565486830487, 1.0, 0.0, 1.0, 0.0, 0.9957007395533484, 0.0, 0.0, 0.9985580240168693, 0.0, 0.0, 0.0, 0.0, 0.0]"
snake,deepseek-reasoner,madagascar,0.4,0.333333,-0.066667,-0.049637,0.0,9.0,0.65625,False,False,False,False,"A(Stat), B(Prac), C(Cov)",2026-05-12T10:43:23.253060,"[4.016503, 5.199251, 6.716634, null, 13.67793, 112.382252, 41.580073, 38.61242, 242.022148, null, null, 264.586642, null, null, null]","[0.0896395849184013, 0.3024995894170486, -0.07705814051201271, 0.0, 0.03314168119638117, 0.0, 0.0, -0.18780707338359925, -0.9049670350435342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.903020334935343, 0.4969155392296325, 0.5291872081871992, 0.0, 0.8891625635539413, 0.0, 0.0, 0.8831792672530613, 0.9049670350435342, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9926599198537442, 0.7994151286466811, 0.4521290676751865, 0.0, 0.9223042447503225, 0.0, 0.0, 0.695372193869462, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ricochet-robots,deepseek-reasoner,decstar,0.333333,0.333333,0.0,-0.000207,0.0,7.0,0.59375,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:23.272967,"[null, 223.743111, 7.099235, null, 64.421141, null, 16.047248, null, null, 20.792342, null, null, null, null, null]","[0.0, 0.0054727007134832695, 0.0039625576349145986, 0.0, -0.004644399884542683, 0.0, -0.004120349905985199, 0.0, 0.0, -0.0037759250516784526, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9945272992865167, 0.9856496414583682, 0.0, 0.9979013287519485, 0.0, 1.0, 0.0, 0.0, 0.9993084721887303, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.9896121990932828, 0.0, 0.9932569288674058, 0.0, 0.9958796500940148, 0.0, 0.0, 0.9955325471370519, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,gemini-3.1-pro-preview-customtools,madagascar,1.0,1.0,0.0,0.068064,0.072989,120.0,3.1e-05,True,True,True,True,N/A,2026-05-12T10:43:23.293167,"[0.331734, 0.332332, 0.337427, 0.359763, 0.349817, 0.395831, 0.554161, 0.432853, 0.768249, 0.38352, 0.480167, 0.38624, 0.531765, 0.906495, 0.459224]","[0.06377309983812152, 0.07298937798626104, 0.0572564197487434, 0.07287321019412518, 0.07400312155284117, 0.07547148326673625, 0.011476271707575592, 0.0767358161538888, 0.035827298798549845, 0.08307531835746873, 0.0751075034926929, 0.12298045249671463, 0.06594342157062483, 0.044728589541809916, 0.08872537871724662]","[0.9118325098834864, 0.911498077929703, 0.9124266929119481, 0.9111481886190275, 0.9137404562441805, 0.9180532959763898, 0.9151948707806259, 0.8892344439609647, 0.9641727012014502, 0.910795315673252, 0.9248924965073071, 0.8606256846918302, 0.9291986261215562, 0.936611836554074, 0.881154305741653]","[0.9756056097216079, 0.9844874559159641, 0.9696831126606915, 0.9840213988131526, 0.9877435777970217, 0.9935247792431261, 0.9266711424882015, 0.9659702601148535, 1.0, 0.9938706340307207, 1.0, 0.9836061371885448, 0.9951420476921811, 0.9813404260958839, 0.9698796844588996]"
ricochet-robots,deepseek-reasoner,madagascar,0.0,0.0,0.0,0.0,0.0,N/A,1.0,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:23.311788,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
depots,deepseek-reasoner,decstar,0.933333,0.933333,0.0,0.025988,0.029515,105.0,6.1e-05,True,True,True,True,N/A,2026-05-12T10:43:23.331988,"[0.725008, 0.841162, 1.005255, 1.63873, 1.067888, 1.534242, 52.73716, 2.319902, null, 1.358909, 1.810557, 1.486653, 1.778519, 2.065744, 2.274474]","[0.04755665085535954, 0.04441258113152169, 0.030253780957230858, 0.005176752880107771, 0.02521760763355929, 0.02951514908076458, 0.0009901322891666675, 0.0009038957175655504, 0.0, 0.051297903127912936, 0.038515074954580064, 0.042966013061411235, 0.020684374434699282, 0.021779415285570147, 0.030549554522165123]","[0.9308067079862672, 0.9359979378799538, 0.9529974323014861, 0.9623815899689049, 0.9587376637493908, 0.9639878520974193, 0.9975056392521732, 0.9818465488554594, 0.0, 0.9487020968720871, 0.9614849250454199, 0.9430229260597771, 0.9759577815560084, 0.9706180817203544, 0.9691312175052175]","[0.9783633588416267, 0.9804105190114755, 0.983251213258717, 0.9675583428490127, 0.9839552713829501, 0.9935030011781839, 0.9984957715413398, 0.982750444573025, 0.0, 1.0, 1.0, 0.9859889391211883, 0.9966421559907077, 0.9923974970059245, 0.9996807720273826]"
barman,deepseek-reasoner,decstar,0.266667,0.266667,0.0,0.00042,0.0,7.0,0.3125,False,True,True,False,A(Stat),2026-05-12T10:43:23.351809,"[null, null, 114.714258, 204.866209, null, null, null, null, null, null, 77.820812, null, 2.557545, null, null]","[0.0, 0.0, 0.0017189550632116246, -0.0034983420914612706, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007726672913200838, 0.0, 0.0073108458578599045, 0.0, 0.0]","[0.0, 0.0, 0.9972433205343085, 0.9999799636332242, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9992273327086799, 0.0, 0.9818584014003399, 0.0, 0.0]","[0.0, 0.0, 0.9989622755975202, 0.9964816215417629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.9891692472581998, 0.0, 0.0]"
barman,gemini-3.1-pro-preview-customtools,madagascar,0.266667,0.333333,0.066667,-0.037975,0.0,9.0,0.65625,False,False,True,False,"A(Stat), B(Prac)",2026-05-12T10:43:23.371806,"[56.226553, null, null, 23.554715, null, null, 24.757185, 76.536059, null, null, 291.314403, 29.320626, 80.408323, 142.277232, null]","[0.5565324216433913, 0.0, 0.0, -0.1945004667083653, 0.0, 0.0, -0.4758668612024677, 0.6094225215121357, 0.0, 0.0, 0.0, 0.0, -0.06521892844544197, -1.0, 0.0]","[0.0, 0.0, 0.0, 0.6709671171021, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.5565324216433913, 0.0, 0.0, 0.4764666503937347, 0.0, 0.0, 0.5241331387975323, 0.6094225215121357, 0.0, 0.0, 0.0, 0.0, 0.934781071554558, 0.0, 0.0]"
depots,deepseek-reasoner,madagascar,1.0,1.0,0.0,0.077885,0.087573,112.0,0.000763,True,True,True,True,N/A,2026-05-12T10:43:23.392056,"[0.331734, 0.332332, 0.337427, 0.359763, 0.349817, 0.395831, 0.554161, 0.432853, 0.768249, 0.38352, 0.480167, 0.38624, 0.531765, 0.906495, 0.459224]","[0.08816749011651359, 0.08850192207029695, 0.08757330708805189, 0.08885181138097253, 0.08625954375581946, 0.0806632743460195, 0.08480512921937411, 0.11076555603903526, -0.0880509748520183, 0.089204684326748, 0.05912221027832676, 0.1393743153081698, 0.07080137387844376, 0.06338816344592602, 0.11884569425834701]","[0.9118325098834864, 0.911498077929703, 0.9124266929119481, 0.9111481886190275, 0.9137404562441805, 0.9180532959763898, 0.9151948707806259, 0.8892344439609647, 0.9641727012014502, 0.910795315673252, 0.9248924965073071, 0.8606256846918302, 0.9291986261215562, 0.936611836554074, 0.881154305741653]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9987165703224093, 1.0, 1.0, 0.8761217263494319, 1.0, 0.9840147067856339, 1.0, 1.0, 1.0, 1.0]"
barman,deepseek-reasoner,madagascar,0.266667,0.266667,0.0,0.012036,0.0,7.5,0.59375,False,True,True,False,A(Stat),2026-05-12T10:43:23.411975,"[56.226553, null, null, 23.554715, null, null, 24.757185, 76.536059, null, null, 291.314403, 29.320626, 80.408323, 142.277232, null]","[1.0, 0.0, 0.0, 0.3290328828979, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07693771134784733, -0.07156243453487765, 0.0]","[0.0, 0.0, 0.0, 0.6709671171021, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9230622886521527, 0.9284375654651223, 0.0]"
